"MMID","New_name","Keywords","Author","Institution","Dataset_Available","Subject_name","Short_Title","Subject_name.x","Area","Region","Location","Start_Year","End_Year","Data_Time_Points","Unit_Type","Temporal_Resolution","Spatial_Resolution","Dataset_Title","Compilation_Title","Publication_Year","Reference","Available_Metadata","Metadata_name","User_Contact","Institution_Type","Research_Fund","Research_Field","SE_Interaction","Data_Uncertanty","Notes","Lat","Long"
73,"Historic Catch of Abulon for Baja California Sur","Abulon; Captura; BCS","CONAPESCA","CONAPESCA",1,"Haliotis rufescens","Historic Catch of Abulon for Baja California Sur","Abulon","Pacific","G. Of California","Baja California",2004,2013,10,"Weight","Year","State","Abulon; Baja California Sur: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,30.8406,-116
74,"Historic Catch of Abulon for Baja California","Abulon; Captura; BCS","CONAPESCA","CONAPESCA",1,"Haliotis fulgens","Historic Catch of Abulon for Baja California","Abulon","Pacific","G. Of California","Baja California",2004,2013,10,"Weight","Year","State","Abulon; Baja California: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,30.8406,-116
74,"Historic Catch of Abulon for Baja California","Abulon; Captura; BCS","CONAPESCA","CONAPESCA",1,"Haliotis corrugata","Historic Catch of Abulon for Baja California","Abulon","Pacific","G. Of California","Baja California",2004,2013,10,"Weight","Year","State","Abulon; Baja California: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,30.8406,-116
74,"Historic Catch of Abulon for Baja California","Abulon; Captura; BCS","CONAPESCA","CONAPESCA",1,"Haliotis cracherodii","Historic Catch of Abulon for Baja California","Abulon","Pacific","G. Of California","Baja California",2004,2013,10,"Weight","Year","State","Abulon; Baja California: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,30.8406,-116
74,"Historic Catch of Abulon for Baja California","Abulon; Captura; BCS","CONAPESCA","CONAPESCA",1,"Haliotis sorenseni","Historic Catch of Abulon for Baja California","Abulon","Pacific","G. Of California","Baja California",2004,2013,10,"Weight","Year","State","Abulon; Baja California: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,30.8406,-116
74,"Historic Catch of Abulon for Baja California","Abulon; Captura; BCS","CONAPESCA","CONAPESCA",1,"Haliotis rufescens","Historic Catch of Abulon for Baja California","Abulon","Pacific","G. Of California","Baja California",2004,2013,10,"Weight","Year","State","Abulon; Baja California: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,30.8406,-116
75,"Historic Catch of Almeja for Baja California Sur","Almeja; Captura; BCS","CONAPESCA","CONAPESCA",1,"Almeja","Historic Catch of Almeja for Baja California Sur","Almeja","Pacific","G. Of California","Baja California",2004,2013,10,"Weight","Year","State","Almeja; Baja California Sur: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,30.8406,-116
76,"Historic Catch of Almeja for Baja California","Almeja; Captura; BCS","CONAPESCA","CONAPESCA",1,"Almeja","Historic Catch of Almeja for Baja California","Almeja","Pacific","G. Of California","Baja California",2004,2013,10,"Weight","Year","State","Almeja; Baja California: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,30.8406,-116
78,"Historic Catch of Almeja for Sinaloa","Almeja; Captura; Sinaloa","CONAPESCA","CONAPESCA",1,"Almeja","Historic Catch of Almeja for Sinaloa","Almeja","Pacific","G. Of California","Sinaloa",2004,2013,10,"Weight","Year","State","Almeja; Sinaloa: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,25.1721,-110.4795
79,"Historic Catch of Almeja for Sonora","Almeja; Captura; Sonora","CONAPESCA","CONAPESCA",1,"Almeja","Historic Catch of Almeja for Sonora","Almeja","Pacific","G. Of California","Sonora",2004,2013,10,"Weight","Year","State","Almeja; Sonora: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,29.2972,-113.3309
80,"Historic Catch of Almeja for nayarit","Almeja; Captura; nayarit","CONAPESCA","CONAPESCA",1,"Almeja","Historic Catch of Almeja for nayarit","Almeja","Pacific","Central Pacific","Nayarit",2004,2013,10,"Weight","Year","State","Almeja; nayarit: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,21.7514,-110.8455
81,"Historic Catch of Almeja for Guerrero","Almeja; Captura; Guerrero","CONAPESCA","CONAPESCA",1,"Almeja","Historic Catch of Almeja for Guerrero","Almeja","Pacific","Central Pacific","Guerrero",2004,2013,10,"Weight","Year","State","Almeja; Guerrero: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,15.4392,-104.5451
82,"Historic Catch of Almeja for Oaxaca","Almeja; Captura; Oaxaca","CONAPESCA","CONAPESCA",1,"Almeja","Historic Catch of Almeja for Oaxaca","Almeja","Pacific","G. Of California","Oaxaca",2004,2013,10,"Weight","Year","State","Almeja; Oaxaca: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,NA,NA
85,"Historic Catch of Almeja for Michoacan","Almeja; Captura; Michoacan; Tamaulipas","CONAPESCA","CONAPESCA",1,"Almeja","Historic Catch of Almeja for Michoacan","Almeja","Pacific","Central Pacific","Michoacan",2004,2013,10,"Weight","Year","Region","Almeja; Otras: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,NA,NA
87,"Historic Catch of Tunidos for Sinaloa","Tunidos; Captura; Sinaloa; Barrilete; Bonito","CONAPESCA","CONAPESCA",1,"Thunnus albacares","Historic Catch of Tunidos for Sinaloa","Tunidos","Pacific","G. Of California","Sinaloa",2004,2013,10,"Weight","Year","State","Tunidos; Sinaloa: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,25.1721,-110.4795
87,"Historic Catch of Tunidos for Sinaloa","Tunidos; Captura; Sinaloa; Barrilete; Bonito","CONAPESCA","CONAPESCA",1,"Thunnus orientalis","Historic Catch of Tunidos for Sinaloa","Tunidos","Pacific","G. Of California","Sinaloa",2004,2013,10,"Weight","Year","State","Tunidos; Sinaloa: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,25.1721,-110.4795
87,"Historic Catch of Tunidos for Sinaloa","Tunidos; Captura; Sinaloa; Barrilete; Bonito","CONAPESCA","CONAPESCA",1,"Katsuwonus pelamis","Historic Catch of Tunidos for Sinaloa","Tunidos","Pacific","G. Of California","Sinaloa",2004,2013,10,"Weight","Year","State","Tunidos; Sinaloa: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,25.1721,-110.4795
87,"Historic Catch of Tunidos for Sinaloa","Tunidos; Captura; Sinaloa; Barrilete; Bonito","CONAPESCA","CONAPESCA",1,"Thunnus alalunga","Historic Catch of Tunidos for Sinaloa","Tunidos","Pacific","G. Of California","Sinaloa",2004,2013,10,"Weight","Year","State","Tunidos; Sinaloa: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,25.1721,-110.4795
87,"Historic Catch of Tunidos for Sinaloa","Tunidos; Captura; Sinaloa; Barrilete; Bonito","CONAPESCA","CONAPESCA",1,"Thunnus obesus","Historic Catch of Tunidos for Sinaloa","Tunidos","Pacific","G. Of California","Sinaloa",2004,2013,10,"Weight","Year","State","Tunidos; Sinaloa: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,25.1721,-110.4795
88,"Historic Catch of Tunidos for Colima","Tunidos; Captura; Colima; Barrilete; Bonito","CONAPESCA","CONAPESCA",1,"Thunnus albacares","Historic Catch of Tunidos for Colima","Tunidos","Pacific","Central Pacific","Colima",2004,2013,10,"Weight","Year","State","Tunidos; Colima: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,19.1223,-109.0072
