"","Scientific name","State/Province","Vernacular name","Min","Max","Inicio","Inicio_I","Key"
"13","Achelous depressifrons","Tabasco","Cangrejo",1997,1997,"Presencia de Achelous depressifrons en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"14","Achelous depressifrons","Veracruz de Ignacio de la Llave","Cangrejo",1997,1997,"Presencia de Achelous depressifrons en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"15","Achelous spinicarpus","Campeche","Cangrejo",1983,1997,"Presencia de Achelous spinicarpus en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"16","Achelous spinicarpus","Tabasco","Cangrejo",1983,1997,"Presencia de Achelous spinicarpus en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"17","Achelous spinicarpus","Tamaulipas","Cangrejo",1989,1993,"Presencia de Achelous spinicarpus en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"18","Achelous spinicarpus","Veracruz de Ignacio de la Llave","Cangrejo",1983,1997,"Presencia de Achelous spinicarpus en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"19","Achelous spinicarpus","Yucatíçn","Cangrejo",NA,NA,"Presencia de Achelous spinicarpus en Yucatíçn","Presencia de Cangrejo en Yucatíçn","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"20","Achelous spinimanus","Campeche","Cangrejo",1983,1995,"Presencia de Achelous spinimanus en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"21","Achelous spinimanus","Tabasco","Cangrejo",1983,1997,"Presencia de Achelous spinimanus en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"22","Achelous spinimanus","Tamaulipas","Cangrejo",1989,1990,"Presencia de Achelous spinimanus en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"23","Achelous spinimanus","Veracruz de Ignacio de la Llave","Cangrejo",1983,1997,"Presencia de Achelous spinimanus en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"24","Aequipecten glyptus","Campeche","Bivalvo,Molusco,",1984,1988,"Presencia de Aequipecten glyptus en Campeche","Presencia de Bivalvo,Molusco, en Campeche","Abundancia; Ecologia; Bentos; Historico; Bivalvo,Molusco,"
"25","Aequipecten glyptus","Tabasco","Bivalvo,Molusco,",1984,1988,"Presencia de Aequipecten glyptus en Tabasco","Presencia de Bivalvo,Molusco, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Bivalvo,Molusco,"
"26","Aequipecten glyptus","Veracruz de Ignacio de la Llave","Bivalvo,Molusco,",1988,1988,"Presencia de Aequipecten glyptus en Veracruz de Ignacio de la Llave","Presencia de Bivalvo,Molusco, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Bivalvo,Molusco,"
"27","Albunea gibbesii","Tabasco","Cangrejo",1984,1984,"Presencia de Albunea gibbesii en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"28","Albunea gibbesii","Veracruz de Ignacio de la Llave","Cangrejo",1984,1984,"Presencia de Albunea gibbesii en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"29","Alpheus","Tamaulipas","Camarí_n",1990,1990,"Presencia de Alpheus en Tamaulipas","Presencia de Camarí_n en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Camarí_n"
"30","Anasimus","Campeche","Cangrejo",1987,1987,"Presencia de Anasimus en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"31","Anasimus","Tabasco","Cangrejo",1987,1987,"Presencia de Anasimus en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"32","Anasimus","Veracruz de Ignacio de la Llave","Cangrejo",1988,1988,"Presencia de Anasimus en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"33","Anasimus latus","Campeche","Cangrejo",1984,1994,"Presencia de Anasimus latus en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"34","Anasimus latus","Tabasco","Cangrejo",1983,1995,"Presencia de Anasimus latus en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"35","Anasimus latus","Tamaulipas","Cangrejo",1989,1993,"Presencia de Anasimus latus en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"36","Anasimus latus","Veracruz de Ignacio de la Llave","Cangrejo",1984,1997,"Presencia de Anasimus latus en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"37","Anasimus latus","Yucatíçn","Cangrejo",NA,NA,"Presencia de Anasimus latus en Yucatíçn","Presencia de Cangrejo en Yucatíçn","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"38","Ancylopsetta","Tabasco","Lenguado,Actinopterigio,",1987,1987,"Presencia de Ancylopsetta en Tabasco","Presencia de Lenguado,Actinopterigio, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Lenguado,Actinopterigio,"
"39","Ancylopsetta","Tamaulipas","Lenguado,Actinopterigio,",1990,1990,"Presencia de Ancylopsetta en Tamaulipas","Presencia de Lenguado,Actinopterigio, en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Lenguado,Actinopterigio,"
"40","Ancylopsetta dilecta","Tabasco","Lenguado tres manchas,Actinopterigio,",1997,1997,"Presencia de Ancylopsetta dilecta en Tabasco","Presencia de Lenguado tres manchas,Actinopterigio, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Lenguado tres manchas,Actinopterigio,"
"41","Ancylopsetta dilecta","Tamaulipas","Lenguado tres manchas,Actinopterigio,",1990,1990,"Presencia de Ancylopsetta dilecta en Tamaulipas","Presencia de Lenguado tres manchas,Actinopterigio, en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Lenguado tres manchas,Actinopterigio,"
"42","Ancylopsetta dilecta","Veracruz de Ignacio de la Llave","Lenguado tres manchas,Actinopterigio,",1997,1997,"Presencia de Ancylopsetta dilecta en Veracruz de Ignacio de la Llave","Presencia de Lenguado tres manchas,Actinopterigio, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Lenguado tres manchas,Actinopterigio,"
"43","Ancylopsetta ommata","Tamaulipas","Actinopterigio,Lenguado cuatro manchas,",1990,1990,"Presencia de Ancylopsetta ommata en Tamaulipas","Presencia de Actinopterigio,Lenguado cuatro manchas, en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Lenguado cuatro manchas,"
"44","Anomalothir furcillatus","Tamaulipas","Cangrejo",1990,1990,"Presencia de Anomalothir furcillatus en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"45","Antennarius radiosus","Tabasco","Actinopterigio,ranisapo uniocelado,",1997,1997,"Presencia de Antennarius radiosus en Tabasco","Presencia de Actinopterigio,ranisapo uniocelado, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,ranisapo uniocelado,"
"46","Aplysia","Campeche","Molusco,Gastrí_podo,",1988,1988,"Presencia de Aplysia en Campeche","Presencia de Molusco,Gastrí_podo, en Campeche","Abundancia; Ecologia; Bentos; Historico; Molusco,Gastrí_podo,"
"47","Arenaeus cribrarius","Tabasco","Cangrejo",1997,1997,"Presencia de Arenaeus cribrarius en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"48","Arenaeus cribrarius","Tamaulipas","Cangrejo",1990,1990,"Presencia de Arenaeus cribrarius en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"49","Arenaeus cribrarius","Veracruz de Ignacio de la Llave","Cangrejo",1983,1983,"Presencia de Arenaeus cribrarius en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"50","Argopecten gibbus","Campeche","Bivalvo,Molusco,",1988,1988,"Presencia de Argopecten gibbus en Campeche","Presencia de Bivalvo,Molusco, en Campeche","Abundancia; Ecologia; Bentos; Historico; Bivalvo,Molusco,"
"51","Argopecten gibbus","Tabasco","Bivalvo,Molusco,",1984,1984,"Presencia de Argopecten gibbus en Tabasco","Presencia de Bivalvo,Molusco, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Bivalvo,Molusco,"
"52","Argopecten gibbus","Veracruz de Ignacio de la Llave","Bivalvo,Molusco,",1988,1988,"Presencia de Argopecten gibbus en Veracruz de Ignacio de la Llave","Presencia de Bivalvo,Molusco, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Bivalvo,Molusco,"
"53","Argopecten gibbus","Yucatíçn","Bivalvo,Molusco,",1984,1984,"Presencia de Argopecten gibbus en Yucatíçn","Presencia de Bivalvo,Molusco, en Yucatíçn","Abundancia; Ecologia; Bentos; Historico; Bivalvo,Molusco,"
"54","Ariopsis felis","Campeche","Bagra boca chica,Actinopterigio,",1988,1988,"Presencia de Ariopsis felis en Campeche","Presencia de Bagra boca chica,Actinopterigio, en Campeche","Abundancia; Ecologia; Bentos; Historico; Bagra boca chica,Actinopterigio,"
"55","Ariopsis felis","Tamaulipas","Bagra boca chica,Actinopterigio,",1990,1990,"Presencia de Ariopsis felis en Tamaulipas","Presencia de Bagra boca chica,Actinopterigio, en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Bagra boca chica,Actinopterigio,"
"56","Ariopsis felis","Veracruz de Ignacio de la Llave","Bagra boca chica,Actinopterigio,",1990,1990,"Presencia de Ariopsis felis en Veracruz de Ignacio de la Llave","Presencia de Bagra boca chica,Actinopterigio, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Bagra boca chica,Actinopterigio,"
"57","Aristaeomorpha","Veracruz de Ignacio de la Llave","Gamba",1997,1997,"Presencia de Aristaeomorpha en Veracruz de Ignacio de la Llave","Presencia de Gamba en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Gamba"
"58","Aristaeomorpha foliacea","Veracruz de Ignacio de la Llave","Gamba",1995,1995,"Presencia de Aristaeomorpha foliacea en Veracruz de Ignacio de la Llave","Presencia de Gamba en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Gamba"
"59","Aristaeopsis edwardsiana","Veracruz de Ignacio de la Llave","Gamba",1997,1997,"Presencia de Aristaeopsis edwardsiana en Veracruz de Ignacio de la Llave","Presencia de Gamba en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Gamba"
"60","Aristeus","Veracruz de Ignacio de la Llave","Gamba",1995,1995,"Presencia de Aristeus en Veracruz de Ignacio de la Llave","Presencia de Gamba en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Gamba"
"61","Ascidia","Campeche","Ascidia",1983,1994,"Presencia de Ascidia en Campeche","Presencia de Ascidia en Campeche","Abundancia; Ecologia; Bentos; Historico; Ascidia"
"62","Ascidia","Tabasco","Ascidia",1997,1997,"Presencia de Ascidia en Tabasco","Presencia de Ascidia en Tabasco","Abundancia; Ecologia; Bentos; Historico; Ascidia"
"63","Ascidia","Tamaulipas","Ascidia",1989,1993,"Presencia de Ascidia en Tamaulipas","Presencia de Ascidia en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Ascidia"
"64","Ascidia","Veracruz de Ignacio de la Llave","Ascidia",1984,1997,"Presencia de Ascidia en Veracruz de Ignacio de la Llave","Presencia de Ascidia en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Ascidia"
"65","Ascidia","Yucatíçn","Ascidia",1984,1984,"Presencia de Ascidia en Yucatíçn","Presencia de Ascidia en Yucatíçn","Abundancia; Ecologia; Bentos; Historico; Ascidia"
"66","Astraea","Veracruz de Ignacio de la Llave","Gastrí_podo,Molusco,",1990,1990,"Presencia de Astraea en Veracruz de Ignacio de la Llave","Presencia de Gastrí_podo,Molusco, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Gastrí_podo,Molusco,"
"67","Astropecten articulatus","Tabasco","Equinodermo,Estrella de mar,",1984,1984,"Presencia de Astropecten articulatus en Tabasco","Presencia de Equinodermo,Estrella de mar, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Equinodermo,Estrella de mar,"
"68","Astropecten articulatus","Veracruz de Ignacio de la Llave","Equinodermo,Estrella de mar,",1984,1984,"Presencia de Astropecten articulatus en Veracruz de Ignacio de la Llave","Presencia de Equinodermo,Estrella de mar, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Equinodermo,Estrella de mar,"
"69","Astropecten cingulatus","Tabasco","Equinodermo,Estrella de mar,",1997,1997,"Presencia de Astropecten cingulatus en Tabasco","Presencia de Equinodermo,Estrella de mar, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Equinodermo,Estrella de mar,"
"70","Astropecten duplicatus","Veracruz de Ignacio de la Llave","Estrella de mar,Equinodermo,",1984,1984,"Presencia de Astropecten duplicatus en Veracruz de Ignacio de la Llave","Presencia de Estrella de mar,Equinodermo, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Estrella de mar,Equinodermo,"
"71","Bagre marinus","Tabasco","Actinopterigio,Bagre bandera,",1997,1997,"Presencia de Bagre marinus en Tabasco","Presencia de Actinopterigio,Bagre bandera, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Bagre bandera,"
"72","Balistes capriscus","Tabasco","Actinopterigio,Ballesta,",1997,1997,"Presencia de Balistes capriscus en Tabasco","Presencia de Actinopterigio,Ballesta, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Ballesta,"
"73","Balistes capriscus","Tamaulipas","Actinopterigio,Ballesta,",1990,1990,"Presencia de Balistes capriscus en Tamaulipas","Presencia de Actinopterigio,Ballesta, en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Ballesta,"
"74","Balistes capriscus","Veracruz de Ignacio de la Llave","Actinopterigio,Ballesta,",1997,1997,"Presencia de Balistes capriscus en Veracruz de Ignacio de la Llave","Presencia de Actinopterigio,Ballesta, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Ballesta,"
"75","Bathyanthias mexicanus","Tabasco","Actinopterigio,Mero cola-amarilla,",1997,1997,"Presencia de Bathyanthias mexicanus en Tabasco","Presencia de Actinopterigio,Mero cola-amarilla, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Mero cola-amarilla,"
"76","Bathylagus","Veracruz de Ignacio de la Llave","Actinopterigio,Capellíçn,",1997,1997,"Presencia de Bathylagus en Veracruz de Ignacio de la Llave","Presencia de Actinopterigio,Capellíçn, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Capellíçn,"
"77","Bellator militaris","Tabasco","Rubio soldadito,Actinopterigio,",1997,1997,"Presencia de Bellator militaris en Tabasco","Presencia de Rubio soldadito,Actinopterigio, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Rubio soldadito,Actinopterigio,"
"78","Bellator militaris","Veracruz de Ignacio de la Llave","Rubio soldadito,Actinopterigio,",1997,1997,"Presencia de Bellator militaris en Veracruz de Ignacio de la Llave","Presencia de Rubio soldadito,Actinopterigio, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Rubio soldadito,Actinopterigio,"
"79","Bembrops anatirostris","Tabasco","Actinopterigio,Pico de pato,",1997,1997,"Presencia de Bembrops anatirostris en Tabasco","Presencia de Actinopterigio,Pico de pato, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Pico de pato,"
"80","Bembrops anatirostris","Veracruz de Ignacio de la Llave","Actinopterigio,Pico de pato,",1997,1997,"Presencia de Bembrops anatirostris en Veracruz de Ignacio de la Llave","Presencia de Actinopterigio,Pico de pato, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Pico de pato,"
"81","Benthochascon","Tabasco","Cangrejo",1997,1997,"Presencia de Benthochascon en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"82","Bothus ocellatus","Tabasco","Chueco playí_n,Actinopterigio,",1997,1997,"Presencia de Bothus ocellatus en Tabasco","Presencia de Chueco playí_n,Actinopterigio, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Chueco playí_n,Actinopterigio,"
"83","Bothus ocellatus","Tamaulipas","Chueco playí_n,Actinopterigio,",1990,1990,"Presencia de Bothus ocellatus en Tamaulipas","Presencia de Chueco playí_n,Actinopterigio, en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Chueco playí_n,Actinopterigio,"
"84","Brachycarpus","Veracruz de Ignacio de la Llave","Camarí_n",1983,1983,"Presencia de Brachycarpus en Veracruz de Ignacio de la Llave","Presencia de Camarí_n en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Camarí_n"
"85","Brachycarpus biunguiculatus","Veracruz de Ignacio de la Llave","Camarí_n",1983,1983,"Presencia de Brachycarpus biunguiculatus en Veracruz de Ignacio de la Llave","Presencia de Camarí_n en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Camarí_n"
"86","Brotula","Veracruz de Ignacio de la Llave","Actinopterigio,Brí_tula,",1997,1997,"Presencia de Brotula en Veracruz de Ignacio de la Llave","Presencia de Actinopterigio,Brí_tula, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Brí_tula,"
"87","Brotula barbata","Veracruz de Ignacio de la Llave","Actinopterigio,Brí_tula barbona,",1988,1988,"Presencia de Brotula barbata en Veracruz de Ignacio de la Llave","Presencia de Actinopterigio,Brí_tula barbona, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Brí_tula barbona,"
"88","Busycon","Campeche","Molusco,Gastrí_podo,",1983,1983,"Presencia de Busycon en Campeche","Presencia de Molusco,Gastrí_podo, en Campeche","Abundancia; Ecologia; Bentos; Historico; Molusco,Gastrí_podo,"
"89","Busycon coarctatum","Campeche","Molusco,Gastrí_podo,",1987,1987,"Presencia de Busycon coarctatum en Campeche","Presencia de Molusco,Gastrí_podo, en Campeche","Abundancia; Ecologia; Bentos; Historico; Molusco,Gastrí_podo,"
"90","Busycon coarctatum","Tabasco","Molusco,Gastrí_podo,",1984,1984,"Presencia de Busycon coarctatum en Tabasco","Presencia de Molusco,Gastrí_podo, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Molusco,Gastrí_podo,"
"91","Busycon coarctatum","Veracruz de Ignacio de la Llave","Molusco,Gastrí_podo,",1988,1988,"Presencia de Busycon coarctatum en Veracruz de Ignacio de la Llave","Presencia de Molusco,Gastrí_podo, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Molusco,Gastrí_podo,"
"92","Busycotypus canaliculatus","Tabasco","Gastrí_podo,Molusco,",1997,1997,"Presencia de Busycotypus canaliculatus en Tabasco","Presencia de Gastrí_podo,Molusco, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Gastrí_podo,Molusco,"
"93","Busycotypus spiratus","Tabasco","Molusco,Gastrí_podo,",1983,1983,"Presencia de Busycotypus spiratus en Tabasco","Presencia de Molusco,Gastrí_podo, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Molusco,Gastrí_podo,"
"94","Calappa","Campeche","Cangrejo",1983,1987,"Presencia de Calappa en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"95","Calappa","Tabasco","Cangrejo",1983,1997,"Presencia de Calappa en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"96","Calappa","Veracruz de Ignacio de la Llave","Cangrejo",1983,1984,"Presencia de Calappa en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"97","Calappa convexa","Veracruz de Ignacio de la Llave","Cangrejo",1993,1993,"Presencia de Calappa convexa en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"98","Calappa flammea","Campeche","Cangrejo",1983,1988,"Presencia de Calappa flammea en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"99","Calappa flammea","Tabasco","Cangrejo",1983,1997,"Presencia de Calappa flammea en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"100","Calappa flammea","Tamaulipas","Cangrejo",1989,1990,"Presencia de Calappa flammea en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"101","Calappa flammea","Veracruz de Ignacio de la Llave","Cangrejo",1997,1997,"Presencia de Calappa flammea en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"102","Calappa ocellata","Tabasco","Cangrejo",1997,1997,"Presencia de Calappa ocellata en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"103","Calappa sulcata","Campeche","Cangrejo",1984,1988,"Presencia de Calappa sulcata en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"104","Calappa sulcata","Tabasco","Cangrejo",1983,1997,"Presencia de Calappa sulcata en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"105","Calappa sulcata","Tamaulipas","Cangrejo",1989,1990,"Presencia de Calappa sulcata en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"106","Calappa sulcata","Veracruz de Ignacio de la Llave","Cangrejo",1984,1997,"Presencia de Calappa sulcata en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"107","Calappa sulcata","Yucatíçn","Cangrejo",NA,NA,"Presencia de Calappa sulcata en Yucatíçn","Presencia de Cangrejo en Yucatíçn","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"108","Callinectes","Campeche","Cangrejo",1983,1984,"Presencia de Callinectes en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"109","Callinectes","Tabasco","Cangrejo",1987,1997,"Presencia de Callinectes en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"110","Callinectes","Veracruz de Ignacio de la Llave","Cangrejo",1983,1983,"Presencia de Callinectes en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"111","Callinectes ornatus","Campeche","Cangrejo",1984,1984,"Presencia de Callinectes ornatus en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"112","Callinectes sapidus","Campeche","Cangrejo",1983,1988,"Presencia de Callinectes sapidus en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"113","Callinectes sapidus","Tabasco","Cangrejo",1997,1997,"Presencia de Callinectes sapidus en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"114","Callinectes sapidus","Tamaulipas","Cangrejo",1989,1989,"Presencia de Callinectes sapidus en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
