"","Especie","Region","Comun","Key","Key_I","Esta","Title"
"35","Haemulon carbonarium","SAM","Chac-chi cola negra","Chac-chi cola negra Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Chac-chi cola negra Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Haemulon carbonarium en Punta Herrero, Sian Kaan"
"36","Haemulon striatum","SAM","Ronco rayado","Ronco rayado Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Ronco rayado Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Haemulon striatum en Punta Herrero, Sian Kaan"
"37","Holacanthus ciliaris","SAM","Angel reina","Angel reina Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Angel reina Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Holacanthus ciliaris en Punta Herrero, Sian Kaan"
"38","Holacanthus tricolor","SAM","Chabelita tricolor","Chabelita tricolor Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Chabelita tricolor Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Holacanthus tricolor en Punta Herrero, Sian Kaan"
"39","Kyphosus sectatrix/incisor","SAM","Cagona","Cagona Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Cagona Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Kyphosus sectatrix/incisor en Punta Herrero, Sian Kaan"
"40","Lachnolaimus maximus","SAM","Boquinete","Boquinete Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Boquinete Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Lachnolaimus maximus en Punta Herrero, Sian Kaan"
"41","Lancero sp.","SAM","Cirujanos","Cirujanos Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Cirujanos Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Lancero sp. en Punta Herrero, Sian Kaan"
"42","Loro sp.","SAM","Loros","Loros Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Loros Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Loro sp. en Punta Herrero, Sian Kaan"
"43","Lutjanus apodus","SAM","Pargo amarillo","Pargo amarillo Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pargo amarillo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Lutjanus apodus en Punta Herrero, Sian Kaan"
"44","Lutjanus mahogoni","SAM","Pargo ojon","Pargo ojon Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pargo ojon Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Lutjanus mahogoni en Punta Herrero, Sian Kaan"
"45","Lutjanus griseus","SAM","Pargo mulato","Pargo mulato Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pargo mulato Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Lutjanus griseus en Punta Herrero, Sian Kaan"
"46","Lutjanus synagris","SAM","Pargo rayado","Pargo rayado Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pargo rayado Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Lutjanus synagris en Punta Herrero, Sian Kaan"
"47","Lutjanus cyanopterus","SAM","Pargo cubera","Pargo cubera Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pargo cubera Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Lutjanus cyanopterus en Punta Herrero, Sian Kaan"
"48","Lutjanus analis","SAM","Pargo lunar","Pargo lunar Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pargo lunar Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Lutjanus analis en Punta Herrero, Sian Kaan"
"49","Lutjanus sp.","SAM","Pargo","Pargo Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pargo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Lutjanus sp. en Punta Herrero, Sian Kaan"
"50","Lutjanus jocu","SAM","Pargo lloron","Pargo lloron Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pargo lloron Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Lutjanus jocu en Punta Herrero, Sian Kaan"
"51","Mariposa sp.","SAM","Mariposa","Mariposa Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Mariposa Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Mariposa sp. en Punta Herrero, Sian Kaan"
"52","Melichtys niger","SAM","Xcochin negro","Xcochin negro Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Xcochin negro Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Melichtys niger en Punta Herrero, Sian Kaan"
"53","Microspathodon chrysurus","SAM","Damisela cola amarilla","Damisela cola amarilla Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Damisela cola amarilla Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Microspathodon chrysurus en Punta Herrero, Sian Kaan"
"54","Mycteroperca phenax","SAM","Escobillo","Escobillo Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Escobillo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Mycteroperca phenax en Punta Herrero, Sian Kaan"
"55","Mycteroperca bonaci","SAM","Abadejo","Abadejo Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Abadejo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Mycteroperca bonaci en Punta Herrero, Sian Kaan"
"56","Mycteroperca tigris","SAM","Mero tigre","Mero tigre Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Mero tigre Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Mycteroperca tigris en Punta Herrero, Sian Kaan"
"57","Mycteroperca interstitialis","SAM","Mero boca amarilla","Mero boca amarilla Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Mero boca amarilla Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Mycteroperca interstitialis en Punta Herrero, Sian Kaan"
"58","Ocyurus chrysurus","SAM","Rubia","Rubia Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Rubia Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Ocyurus chrysurus en Punta Herrero, Sian Kaan"
"59","Pluma sp.","SAM","Pluma","Pluma Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pluma Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Pluma sp. en Punta Herrero, Sian Kaan"
"60","Pomacanthus arcuatus","SAM","Angel gris","Angel gris Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Angel gris Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Pomacanthus arcuatus en Punta Herrero, Sian Kaan"
"61","Pomacanthus paru","SAM","Angel frances","Angel frances Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Angel frances Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Pomacanthus paru en Punta Herrero, Sian Kaan"
"62","Pterois volitans/miles","SAM","Pez leon","Pez leon Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pez leon Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Pterois volitans/miles en Punta Herrero, Sian Kaan"
"63","Scarus coeruleus","SAM","Loro azul","Loro azul Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Loro azul Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Scarus coeruleus en Punta Herrero, Sian Kaan"
"64","Scarus vetula","SAM","Loro bigoton","Loro bigoton Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Loro bigoton Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Scarus vetula en Punta Herrero, Sian Kaan"
"65","Scarus coelestinus","SAM","Loro medianoche","Loro medianoche Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Loro medianoche Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Scarus coelestinus en Punta Herrero, Sian Kaan"
"66","Scomberomorus regalis","SAM","Sierra","Sierra Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Sierra Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Scomberomorus regalis en Punta Herrero, Sian Kaan"
"67","Scomberomorus sp.","SAM","Sierra","Sierra Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Sierra Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Scomberomorus sp. en Punta Herrero, Sian Kaan"
"68","Sparisoma viride","SAM","Loro lunar","Loro lunar Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Loro lunar Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Sparisoma viride en Punta Herrero, Sian Kaan"
"69","Sparisoma aurofrenatum","SAM","Loro aleta roja","Loro aleta roja Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Loro aleta roja Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Sparisoma aurofrenatum en Punta Herrero, Sian Kaan"
"70","Sphyraena barracuda","SAM","Barracuda","Barracuda Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Barracuda Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Sphyraena barracuda en Punta Herrero, Sian Kaan"
"71","Thalassoma bifasciatum","SAM","Vieja cabeza azul","Vieja cabeza azul Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Vieja cabeza azul Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Thalassoma bifasciatum en Punta Herrero, Sian Kaan"
"72","Vieja sp.","SAM","Vieja","Vieja Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Vieja Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Vieja sp. en Punta Herrero, Sian Kaan"
"73","Xcochin sp.","SAM","Xcochin","Xcochin Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Xcochin Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Xcochin sp. en Punta Herrero, Sian Kaan"
"74","Diadema antillarum","SAM","Erizo negro","Erizo negro Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Erizo negro Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Diadema antillarum en Punta Herrero, Sian Kaan"
"75","Eucidaris tribuloides","SAM","Erizo lapiz","Erizo lapiz Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Erizo lapiz Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Eucidaris tribuloides en Punta Herrero, Sian Kaan"
"76","Holothuroidea sp.","SAM","Pepino de mar","Pepino de mar Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pepino de mar Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Holothuroidea sp. en Punta Herrero, Sian Kaan"
"77","Octopus sp.","SAM","Pulpo","Pulpo Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pulpo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Octopus sp. en Punta Herrero, Sian Kaan"
"78","Erizo sp.","SAM","Erizo","Erizo Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Erizo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Erizo sp. en Punta Herrero, Sian Kaan"
"79","Panulirus argus","SAM","Langosta espinosa","Langosta espinosa Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Langosta espinosa Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Panulirus argus en Punta Herrero, Sian Kaan"
"80","Panulirus guttatus","SAM","Langosta","Langosta Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Langosta Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Panulirus guttatus en Punta Herrero, Sian Kaan"
"81","Pterois volitans","SAM","Pez leon","Pez leon Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pez leon Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Pterois volitans en Punta Herrero, Sian Kaan"
"82","Stenopus hispidus","SAM","Camaron boxeador","Camaron boxeador Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Camaron boxeador Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Stenopus hispidus en Punta Herrero, Sian Kaan"
"83","Strombus gigas","SAM","Caracol rosado","Caracol rosado Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Caracol rosado Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Strombus gigas en Punta Herrero, Sian Kaan"
"84","Tripneustes esculentus","SAM","Erizo blanco","Erizo blanco Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Erizo blanco Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaA","Abundancia de Tripneustes esculentus en Punta Herrero, Sian Kaan"
