"","x","Titulo","Key"
"42","V4","Estado de salud de Pavona clavus en Isla Espiritu Santo","Arrecifes; Sano; Lesionado; Corales"
"43","V4","Estado de salud de Pavona clavus en Los Barriles","Arrecifes; Sano; Lesionado; Corales"
"44","V4","Estado de salud de Pavona clavus en Manzanillo","Arrecifes; Sano; Lesionado; Corales"
"45","V4","Estado de salud de Pavona clavus en Revillagigedo","Arrecifes; Sano; Lesionado; Corales"
"46","V4","Estado de salud de Pavona clavus en Ixtapa","Arrecifes; Sano; Lesionado; Corales"
"47","V4","Estado de salud de Pavona clavus en Papanoa","Arrecifes; Sano; Lesionado; Corales"
"48","V4","Estado de salud de Pavona clavus en Melaque","Arrecifes; Sano; Lesionado; Corales"
"49","V4","Estado de salud de Pavona clavus en Islas Marietas","Arrecifes; Sano; Lesionado; Corales"
"50","V4","Estado de salud de Pavona clavus en Isla Isabel","Arrecifes; Sano; Lesionado; Corales"
"51","V4","Estado de salud de Pavona clavus en Huatulco","Arrecifes; Sano; Lesionado; Corales"
"52","V4","Estado de salud de Pavona clavus en NA","Arrecifes; Sano; Lesionado; Corales"
"53","V5","Estado de salud de pavona duerdeni en Cabo Pulmo","Arrecifes; Sano; Lesionado; Corales"
"54","V5","Estado de salud de pavona duerdeni en La Paz","Arrecifes; Sano; Lesionado; Corales"
"55","V5","Estado de salud de pavona duerdeni en Isla Espiritu Santo","Arrecifes; Sano; Lesionado; Corales"
"56","V5","Estado de salud de pavona duerdeni en Los Barriles","Arrecifes; Sano; Lesionado; Corales"
"57","V5","Estado de salud de pavona duerdeni en Manzanillo","Arrecifes; Sano; Lesionado; Corales"
"58","V5","Estado de salud de pavona duerdeni en Revillagigedo","Arrecifes; Sano; Lesionado; Corales"
"59","V5","Estado de salud de pavona duerdeni en Ixtapa","Arrecifes; Sano; Lesionado; Corales"
"60","V5","Estado de salud de pavona duerdeni en Papanoa","Arrecifes; Sano; Lesionado; Corales"
"61","V5","Estado de salud de pavona duerdeni en Melaque","Arrecifes; Sano; Lesionado; Corales"
"62","V5","Estado de salud de pavona duerdeni en Islas Marietas","Arrecifes; Sano; Lesionado; Corales"
"63","V5","Estado de salud de pavona duerdeni en Isla Isabel","Arrecifes; Sano; Lesionado; Corales"
"64","V5","Estado de salud de pavona duerdeni en Huatulco","Arrecifes; Sano; Lesionado; Corales"
"65","V5","Estado de salud de pavona duerdeni en NA","Arrecifes; Sano; Lesionado; Corales"
"66","V6","Estado de salud de Pavona gigantea en Cabo Pulmo","Arrecifes; Sano; Lesionado; Corales"
"67","V6","Estado de salud de Pavona gigantea en La Paz","Arrecifes; Sano; Lesionado; Corales"
"68","V6","Estado de salud de Pavona gigantea en Isla Espiritu Santo","Arrecifes; Sano; Lesionado; Corales"
"69","V6","Estado de salud de Pavona gigantea en Los Barriles","Arrecifes; Sano; Lesionado; Corales"
"70","V6","Estado de salud de Pavona gigantea en Manzanillo","Arrecifes; Sano; Lesionado; Corales"
"71","V6","Estado de salud de Pavona gigantea en Revillagigedo","Arrecifes; Sano; Lesionado; Corales"
"72","V6","Estado de salud de Pavona gigantea en Ixtapa","Arrecifes; Sano; Lesionado; Corales"
"73","V6","Estado de salud de Pavona gigantea en Papanoa","Arrecifes; Sano; Lesionado; Corales"
"74","V6","Estado de salud de Pavona gigantea en Melaque","Arrecifes; Sano; Lesionado; Corales"
"75","V6","Estado de salud de Pavona gigantea en Islas Marietas","Arrecifes; Sano; Lesionado; Corales"
"76","V6","Estado de salud de Pavona gigantea en Isla Isabel","Arrecifes; Sano; Lesionado; Corales"
"77","V6","Estado de salud de Pavona gigantea en Huatulco","Arrecifes; Sano; Lesionado; Corales"
"78","V6","Estado de salud de Pavona gigantea en NA","Arrecifes; Sano; Lesionado; Corales"
"79","V7","Estado de salud de Pavona radians en Cabo Pulmo","Arrecifes; Sano; Lesionado; Corales"
"80","V7","Estado de salud de Pavona radians en La Paz","Arrecifes; Sano; Lesionado; Corales"
"81","V7","Estado de salud de Pavona radians en Isla Espiritu Santo","Arrecifes; Sano; Lesionado; Corales"
"82","V7","Estado de salud de Pavona radians en Los Barriles","Arrecifes; Sano; Lesionado; Corales"
"83","V7","Estado de salud de Pavona radians en Manzanillo","Arrecifes; Sano; Lesionado; Corales"
"84","V7","Estado de salud de Pavona radians en Revillagigedo","Arrecifes; Sano; Lesionado; Corales"
"85","V7","Estado de salud de Pavona radians en Ixtapa","Arrecifes; Sano; Lesionado; Corales"
"86","V7","Estado de salud de Pavona radians en Papanoa","Arrecifes; Sano; Lesionado; Corales"
"87","V7","Estado de salud de Pavona radians en Melaque","Arrecifes; Sano; Lesionado; Corales"
"88","V7","Estado de salud de Pavona radians en Islas Marietas","Arrecifes; Sano; Lesionado; Corales"
"89","V7","Estado de salud de Pavona radians en Isla Isabel","Arrecifes; Sano; Lesionado; Corales"
"90","V7","Estado de salud de Pavona radians en Huatulco","Arrecifes; Sano; Lesionado; Corales"
"91","V7","Estado de salud de Pavona radians en NA","Arrecifes; Sano; Lesionado; Corales"
"92","V8","Estado de salud de Pocillopora capitata en Cabo Pulmo","Arrecifes; Sano; Lesionado; Corales"
"93","V8","Estado de salud de Pocillopora capitata en La Paz","Arrecifes; Sano; Lesionado; Corales"
"94","V8","Estado de salud de Pocillopora capitata en Isla Espiritu Santo","Arrecifes; Sano; Lesionado; Corales"
"95","V8","Estado de salud de Pocillopora capitata en Los Barriles","Arrecifes; Sano; Lesionado; Corales"
"96","V8","Estado de salud de Pocillopora capitata en Manzanillo","Arrecifes; Sano; Lesionado; Corales"
"97","V8","Estado de salud de Pocillopora capitata en Revillagigedo","Arrecifes; Sano; Lesionado; Corales"
"98","V8","Estado de salud de Pocillopora capitata en Ixtapa","Arrecifes; Sano; Lesionado; Corales"
"99","V8","Estado de salud de Pocillopora capitata en Papanoa","Arrecifes; Sano; Lesionado; Corales"
"100","V8","Estado de salud de Pocillopora capitata en Melaque","Arrecifes; Sano; Lesionado; Corales"
"101","V8","Estado de salud de Pocillopora capitata en Islas Marietas","Arrecifes; Sano; Lesionado; Corales"
"102","V8","Estado de salud de Pocillopora capitata en Isla Isabel","Arrecifes; Sano; Lesionado; Corales"
"103","V8","Estado de salud de Pocillopora capitata en Huatulco","Arrecifes; Sano; Lesionado; Corales"
"104","V8","Estado de salud de Pocillopora capitata en NA","Arrecifes; Sano; Lesionado; Corales"
"105","V9","Estado de salud de Pocillopora damicornis en Cabo Pulmo","Arrecifes; Sano; Lesionado; Corales"
"106","V9","Estado de salud de Pocillopora damicornis en La Paz","Arrecifes; Sano; Lesionado; Corales"
"107","V9","Estado de salud de Pocillopora damicornis en Isla Espiritu Santo","Arrecifes; Sano; Lesionado; Corales"
"108","V9","Estado de salud de Pocillopora damicornis en Los Barriles","Arrecifes; Sano; Lesionado; Corales"
"109","V9","Estado de salud de Pocillopora damicornis en Manzanillo","Arrecifes; Sano; Lesionado; Corales"
"110","V9","Estado de salud de Pocillopora damicornis en Revillagigedo","Arrecifes; Sano; Lesionado; Corales"
"111","V9","Estado de salud de Pocillopora damicornis en Ixtapa","Arrecifes; Sano; Lesionado; Corales"
"112","V9","Estado de salud de Pocillopora damicornis en Papanoa","Arrecifes; Sano; Lesionado; Corales"
"113","V9","Estado de salud de Pocillopora damicornis en Melaque","Arrecifes; Sano; Lesionado; Corales"
"114","V9","Estado de salud de Pocillopora damicornis en Islas Marietas","Arrecifes; Sano; Lesionado; Corales"
"115","V9","Estado de salud de Pocillopora damicornis en Isla Isabel","Arrecifes; Sano; Lesionado; Corales"
"116","V9","Estado de salud de Pocillopora damicornis en Huatulco","Arrecifes; Sano; Lesionado; Corales"
"117","V9","Estado de salud de Pocillopora damicornis en NA","Arrecifes; Sano; Lesionado; Corales"
"118","V10","Estado de salud de Pocillopora effusus en Cabo Pulmo","Arrecifes; Sano; Lesionado; Corales"
"119","V10","Estado de salud de Pocillopora effusus en La Paz","Arrecifes; Sano; Lesionado; Corales"
"120","V10","Estado de salud de Pocillopora effusus en Isla Espiritu Santo","Arrecifes; Sano; Lesionado; Corales"
"121","V10","Estado de salud de Pocillopora effusus en Los Barriles","Arrecifes; Sano; Lesionado; Corales"
"122","V10","Estado de salud de Pocillopora effusus en Manzanillo","Arrecifes; Sano; Lesionado; Corales"
"123","V10","Estado de salud de Pocillopora effusus en Revillagigedo","Arrecifes; Sano; Lesionado; Corales"
"124","V10","Estado de salud de Pocillopora effusus en Ixtapa","Arrecifes; Sano; Lesionado; Corales"
"125","V10","Estado de salud de Pocillopora effusus en Papanoa","Arrecifes; Sano; Lesionado; Corales"
"126","V10","Estado de salud de Pocillopora effusus en Melaque","Arrecifes; Sano; Lesionado; Corales"
"127","V10","Estado de salud de Pocillopora effusus en Islas Marietas","Arrecifes; Sano; Lesionado; Corales"
"128","V10","Estado de salud de Pocillopora effusus en Isla Isabel","Arrecifes; Sano; Lesionado; Corales"
"129","V10","Estado de salud de Pocillopora effusus en Huatulco","Arrecifes; Sano; Lesionado; Corales"
"130","V10","Estado de salud de Pocillopora effusus en NA","Arrecifes; Sano; Lesionado; Corales"
"131","V11","Estado de salud de Pocillopora eydouxi en Cabo Pulmo","Arrecifes; Sano; Lesionado; Corales"
"132","V11","Estado de salud de Pocillopora eydouxi en La Paz","Arrecifes; Sano; Lesionado; Corales"
"133","V11","Estado de salud de Pocillopora eydouxi en Isla Espiritu Santo","Arrecifes; Sano; Lesionado; Corales"
"134","V11","Estado de salud de Pocillopora eydouxi en Los Barriles","Arrecifes; Sano; Lesionado; Corales"
"135","V11","Estado de salud de Pocillopora eydouxi en Manzanillo","Arrecifes; Sano; Lesionado; Corales"
"136","V11","Estado de salud de Pocillopora eydouxi en Revillagigedo","Arrecifes; Sano; Lesionado; Corales"
"137","V11","Estado de salud de Pocillopora eydouxi en Ixtapa","Arrecifes; Sano; Lesionado; Corales"
"138","V11","Estado de salud de Pocillopora eydouxi en Papanoa","Arrecifes; Sano; Lesionado; Corales"
"139","V11","Estado de salud de Pocillopora eydouxi en Melaque","Arrecifes; Sano; Lesionado; Corales"
"140","V11","Estado de salud de Pocillopora eydouxi en Islas Marietas","Arrecifes; Sano; Lesionado; Corales"
"141","V11","Estado de salud de Pocillopora eydouxi en Isla Isabel","Arrecifes; Sano; Lesionado; Corales"
"142","V11","Estado de salud de Pocillopora eydouxi en Huatulco","Arrecifes; Sano; Lesionado; Corales"
"143","V11","Estado de salud de Pocillopora eydouxi en NA","Arrecifes; Sano; Lesionado; Corales"
"144","V12","Estado de salud de Pocillopora inflata en Cabo Pulmo","Arrecifes; Sano; Lesionado; Corales"
"145","V12","Estado de salud de Pocillopora inflata en La Paz","Arrecifes; Sano; Lesionado; Corales"
"146","V12","Estado de salud de Pocillopora inflata en Isla Espiritu Santo","Arrecifes; Sano; Lesionado; Corales"
"147","V12","Estado de salud de Pocillopora inflata en Los Barriles","Arrecifes; Sano; Lesionado; Corales"
"148","V12","Estado de salud de Pocillopora inflata en Manzanillo","Arrecifes; Sano; Lesionado; Corales"
"149","V12","Estado de salud de Pocillopora inflata en Revillagigedo","Arrecifes; Sano; Lesionado; Corales"
"150","V12","Estado de salud de Pocillopora inflata en Ixtapa","Arrecifes; Sano; Lesionado; Corales"
"151","V12","Estado de salud de Pocillopora inflata en Papanoa","Arrecifes; Sano; Lesionado; Corales"
"152","V12","Estado de salud de Pocillopora inflata en Melaque","Arrecifes; Sano; Lesionado; Corales"
"153","V12","Estado de salud de Pocillopora inflata en Islas Marietas","Arrecifes; Sano; Lesionado; Corales"
"154","V12","Estado de salud de Pocillopora inflata en Isla Isabel","Arrecifes; Sano; Lesionado; Corales"
"155","V12","Estado de salud de Pocillopora inflata en Huatulco","Arrecifes; Sano; Lesionado; Corales"
"156","V12","Estado de salud de Pocillopora inflata en NA","Arrecifes; Sano; Lesionado; Corales"
"157","V13","Estado de salud de Pocillopora meandrina en Cabo Pulmo","Arrecifes; Sano; Lesionado; Corales"
"158","V13","Estado de salud de Pocillopora meandrina en La Paz","Arrecifes; Sano; Lesionado; Corales"
"159","V13","Estado de salud de Pocillopora meandrina en Isla Espiritu Santo","Arrecifes; Sano; Lesionado; Corales"
"160","V13","Estado de salud de Pocillopora meandrina en Los Barriles","Arrecifes; Sano; Lesionado; Corales"
"161","V13","Estado de salud de Pocillopora meandrina en Manzanillo","Arrecifes; Sano; Lesionado; Corales"
"162","V13","Estado de salud de Pocillopora meandrina en Revillagigedo","Arrecifes; Sano; Lesionado; Corales"
"163","V13","Estado de salud de Pocillopora meandrina en Ixtapa","Arrecifes; Sano; Lesionado; Corales"
"164","V13","Estado de salud de Pocillopora meandrina en Papanoa","Arrecifes; Sano; Lesionado; Corales"
"165","V13","Estado de salud de Pocillopora meandrina en Melaque","Arrecifes; Sano; Lesionado; Corales"
"166","V13","Estado de salud de Pocillopora meandrina en Islas Marietas","Arrecifes; Sano; Lesionado; Corales"
"167","V13","Estado de salud de Pocillopora meandrina en Isla Isabel","Arrecifes; Sano; Lesionado; Corales"
"168","V13","Estado de salud de Pocillopora meandrina en Huatulco","Arrecifes; Sano; Lesionado; Corales"
"169","V13","Estado de salud de Pocillopora meandrina en NA","Arrecifes; Sano; Lesionado; Corales"
"170","V14","Estado de salud de Pocillopora verrucosa en Cabo Pulmo","Arrecifes; Sano; Lesionado; Corales"
"171","V14","Estado de salud de Pocillopora verrucosa en La Paz","Arrecifes; Sano; Lesionado; Corales"
"172","V14","Estado de salud de Pocillopora verrucosa en Isla Espiritu Santo","Arrecifes; Sano; Lesionado; Corales"
"173","V14","Estado de salud de Pocillopora verrucosa en Los Barriles","Arrecifes; Sano; Lesionado; Corales"
"174","V14","Estado de salud de Pocillopora verrucosa en Manzanillo","Arrecifes; Sano; Lesionado; Corales"
"175","V14","Estado de salud de Pocillopora verrucosa en Revillagigedo","Arrecifes; Sano; Lesionado; Corales"
"176","V14","Estado de salud de Pocillopora verrucosa en Ixtapa","Arrecifes; Sano; Lesionado; Corales"
"177","V14","Estado de salud de Pocillopora verrucosa en Papanoa","Arrecifes; Sano; Lesionado; Corales"
"178","V14","Estado de salud de Pocillopora verrucosa en Melaque","Arrecifes; Sano; Lesionado; Corales"
"179","V14","Estado de salud de Pocillopora verrucosa en Islas Marietas","Arrecifes; Sano; Lesionado; Corales"
"180","V14","Estado de salud de Pocillopora verrucosa en Isla Isabel","Arrecifes; Sano; Lesionado; Corales"
"181","V14","Estado de salud de Pocillopora verrucosa en Huatulco","Arrecifes; Sano; Lesionado; Corales"
"182","V14","Estado de salud de Pocillopora verrucosa en NA","Arrecifes; Sano; Lesionado; Corales"
"183","V15","Estado de salud de Porites lobata en Cabo Pulmo","Arrecifes; Sano; Lesionado; Corales"
"184","V15","Estado de salud de Porites lobata en La Paz","Arrecifes; Sano; Lesionado; Corales"
"185","V15","Estado de salud de Porites lobata en Isla Espiritu Santo","Arrecifes; Sano; Lesionado; Corales"
"186","V15","Estado de salud de Porites lobata en Los Barriles","Arrecifes; Sano; Lesionado; Corales"
"187","V15","Estado de salud de Porites lobata en Manzanillo","Arrecifes; Sano; Lesionado; Corales"
"188","V15","Estado de salud de Porites lobata en Revillagigedo","Arrecifes; Sano; Lesionado; Corales"
"189","V15","Estado de salud de Porites lobata en Ixtapa","Arrecifes; Sano; Lesionado; Corales"
"190","V15","Estado de salud de Porites lobata en Papanoa","Arrecifes; Sano; Lesionado; Corales"
"191","V15","Estado de salud de Porites lobata en Melaque","Arrecifes; Sano; Lesionado; Corales"
"192","V15","Estado de salud de Porites lobata en Islas Marietas","Arrecifes; Sano; Lesionado; Corales"
"193","V15","Estado de salud de Porites lobata en Isla Isabel","Arrecifes; Sano; Lesionado; Corales"
"194","V15","Estado de salud de Porites lobata en Huatulco","Arrecifes; Sano; Lesionado; Corales"
"195","V15","Estado de salud de Porites lobata en NA","Arrecifes; Sano; Lesionado; Corales"
"196","V16","Estado de salud de Porites panamensis en Cabo Pulmo","Arrecifes; Sano; Lesionado; Corales"
"197","V16","Estado de salud de Porites panamensis en La Paz","Arrecifes; Sano; Lesionado; Corales"
"198","V16","Estado de salud de Porites panamensis en Isla Espiritu Santo","Arrecifes; Sano; Lesionado; Corales"
"199","V16","Estado de salud de Porites panamensis en Los Barriles","Arrecifes; Sano; Lesionado; Corales"
"200","V16","Estado de salud de Porites panamensis en Manzanillo","Arrecifes; Sano; Lesionado; Corales"
"201","V16","Estado de salud de Porites panamensis en Revillagigedo","Arrecifes; Sano; Lesionado; Corales"
"202","V16","Estado de salud de Porites panamensis en Ixtapa","Arrecifes; Sano; Lesionado; Corales"
"203","V16","Estado de salud de Porites panamensis en Papanoa","Arrecifes; Sano; Lesionado; Corales"
"204","V16","Estado de salud de Porites panamensis en Melaque","Arrecifes; Sano; Lesionado; Corales"
"205","V16","Estado de salud de Porites panamensis en Islas Marietas","Arrecifes; Sano; Lesionado; Corales"
"206","V16","Estado de salud de Porites panamensis en Isla Isabel","Arrecifes; Sano; Lesionado; Corales"
"207","V16","Estado de salud de Porites panamensis en Huatulco","Arrecifes; Sano; Lesionado; Corales"
"208","V16","Estado de salud de Porites panamensis en NA","Arrecifes; Sano; Lesionado; Corales"
"209","V17","Estado de salud de Psamocora stellata en Cabo Pulmo","Arrecifes; Sano; Lesionado; Corales"
"210","V17","Estado de salud de Psamocora stellata en La Paz","Arrecifes; Sano; Lesionado; Corales"
"211","V17","Estado de salud de Psamocora stellata en Isla Espiritu Santo","Arrecifes; Sano; Lesionado; Corales"
"212","V17","Estado de salud de Psamocora stellata en Los Barriles","Arrecifes; Sano; Lesionado; Corales"
"213","V17","Estado de salud de Psamocora stellata en Manzanillo","Arrecifes; Sano; Lesionado; Corales"
"214","V17","Estado de salud de Psamocora stellata en Revillagigedo","Arrecifes; Sano; Lesionado; Corales"
"215","V17","Estado de salud de Psamocora stellata en Ixtapa","Arrecifes; Sano; Lesionado; Corales"
"216","V17","Estado de salud de Psamocora stellata en Papanoa","Arrecifes; Sano; Lesionado; Corales"
"217","V17","Estado de salud de Psamocora stellata en Melaque","Arrecifes; Sano; Lesionado; Corales"
"218","V17","Estado de salud de Psamocora stellata en Islas Marietas","Arrecifes; Sano; Lesionado; Corales"
"219","V17","Estado de salud de Psamocora stellata en Isla Isabel","Arrecifes; Sano; Lesionado; Corales"
"220","V17","Estado de salud de Psamocora stellata en Huatulco","Arrecifes; Sano; Lesionado; Corales"
"221","V17","Estado de salud de Psamocora stellata en NA","Arrecifes; Sano; Lesionado; Corales"
"222","V18","Estado de salud de Tubastrea coccinea en Cabo Pulmo","Arrecifes; Sano; Lesionado; Corales"
"223","V18","Estado de salud de Tubastrea coccinea en La Paz","Arrecifes; Sano; Lesionado; Corales"
"224","V18","Estado de salud de Tubastrea coccinea en Isla Espiritu Santo","Arrecifes; Sano; Lesionado; Corales"
"225","V18","Estado de salud de Tubastrea coccinea en Los Barriles","Arrecifes; Sano; Lesionado; Corales"
"226","V18","Estado de salud de Tubastrea coccinea en Manzanillo","Arrecifes; Sano; Lesionado; Corales"
"227","V18","Estado de salud de Tubastrea coccinea en Revillagigedo","Arrecifes; Sano; Lesionado; Corales"
"228","V18","Estado de salud de Tubastrea coccinea en Ixtapa","Arrecifes; Sano; Lesionado; Corales"
"229","V18","Estado de salud de Tubastrea coccinea en Papanoa","Arrecifes; Sano; Lesionado; Corales"
"230","V18","Estado de salud de Tubastrea coccinea en Melaque","Arrecifes; Sano; Lesionado; Corales"
"231","V18","Estado de salud de Tubastrea coccinea en Islas Marietas","Arrecifes; Sano; Lesionado; Corales"
"232","V18","Estado de salud de Tubastrea coccinea en Isla Isabel","Arrecifes; Sano; Lesionado; Corales"
"233","V18","Estado de salud de Tubastrea coccinea en Huatulco","Arrecifes; Sano; Lesionado; Corales"
"234","V18","Estado de salud de Tubastrea coccinea en NA","Arrecifes; Sano; Lesionado; Corales"
